1.0, 0
1.0, 1
1.0, 1
1.0, 2
1.0, 2
1.0, 3
2.5, 3
2.5, 4
3.0, 4
3.0, 5
4.0, 5
4.0, 6
29.75, 6
29.75, 7
33.5, 7
33.5, 8
33.5, 8
33.5, 9
33.5, 9
33.5, 10
33.75, 10
33.75, 11
34.0, 11
34.0, 12
34.25, 12
34.25, 13
34.75, 13
34.75, 14
35.0, 14
35.0, 15
35.5, 15
35.5, 16
35.5, 16
35.5, 17
35.5, 17
35.5, 18
35.5, 18
35.5, 19
36.25, 19
36.25, 20
36.25, 20
36.25, 21
